Intro_text,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,p_choice.keys,p_choice.rt,p_choice.duration,p_next_trial_input.keys,p_next_trial_input.rt,p_next_trial_input.duration,happiness_rating_prac.response,happiness_rating_prac.rt,key_resp_5.keys,key_resp_9.keys,key_resp_5.rt,key_resp_5.duration,key_resp_9.rt,key_resp_9.duration,user_choice.keys,user_choice.rt,user_choice.duration,next_trial_input.keys,next_trial_input.rt,next_trial_input.duration,happiness_rating.response,happiness_rating.rt,key_resp_6.keys,key_resp_10.keys,key_resp_6.rt,key_resp_6.duration,key_resp_10.rt,key_resp_10.duration,Intros.thisRepN,Intros.thisTrialN,Intros.thisN,Intros.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,dateTime,consent.started,text_9.started,button.started,consent.stopped,button.numClicks,button.timesOn,button.timesOff,instructions1.started,Intro_text_show.started,Continue_txt.started,key_resp.started,instructions1.stopped,Intros.key_resp.keys,Intros.key_resp.rt,Intros.key_resp.duration,instructions_t1_target_on_choice.started,fixation_inst_5a.started,intro_sure.started,intro_sure_txt.started,intro_gambletop.started,intro_gambletop_txt.started,intro_gambletop_p.started,intro_gamblelow.started,intro_gamblelow_txt.started,intro_gamblelow_p.started,text_inst_5a.started,choice_inst_5a.started,instructions_t1_target_on_choice.stopped,choice_inst_5a.keys,choice_inst_5a.rt,choice_inst_5a.duration,instructions_t1_chosen_gamble.started,fixation_inst_5a_2.started,intro_sure_2.started,intro_sure_txt_2.started,instructions_t1_chosen_gamble.stopped,instructions_t1_outcome.started,total_prompt_inst_5a.started,p_outcome_square_2.started,intro_outcome_text_5.started,intro_outcome_text.started,intro_next_trial_txt_2.started,intro_next_trial_input_2.started,instructions_t1_outcome.stopped,intro_next_trial_input_2.keys,intro_next_trial_input_2.rt,intro_next_trial_input_2.duration,intro_iti.started,text_4.started,intro_iti.stopped,instructions_t2_target_on_choice.started,fixation_inst_5b.started,intro_sure_3.started,intro_gambletop_2.started,intro_gamblelow_2.started,intro_sure_txt_3.started,intro_gambletop_txt_2.started,intro_gambletop_p_2.started,intro_gamblelow_txt_2.started,intro_gamblelow_p_2.started,text_inst_5b.started,choice_inst_5b.started,instructions_t2_target_on_choice.stopped,choice_inst_5b.keys,choice_inst_5b.rt,choice_inst_5b.duration,instructions_t2_chosen_gamble.started,fixation_inst_5a_3.started,intro_gambletop_3.started,intro_gamblelow_3.started,intro_gambletop_txt_3.started,intro_gambletop_p_3.started,intro_gamblelow_txt_3.started,intro_gamblelow_p_3.started,instructions_t2_chosen_gamble.stopped,instructions_t2_outcome.started,total_prompt_inst_5a_2.started,p_outcome_square_3.started,intro_outcome_text_3.started,intro_outcome_text_2.started,intro_next_trial_txt.started,intro_next_trial_input.started,instructions_t2_outcome.stopped,intro_next_trial_input.keys,intro_next_trial_input.rt,intro_next_trial_input.duration,instructions6.started,instructions_text.started,Continue_txt_2.started,key_resp_inst_5.started,instructions6.stopped,key_resp_inst_5.keys,key_resp_inst_5.rt,key_resp_inst_5.duration,instructions7.started,total_prompt_inst_5a_3.started,fixation_inst_5a_6.started,prog_5.started,p_outcome_square_4.started,intro_outcome_text_4.started,instrutions_text.started,key_resp_inst_6.started,arrow1.started,arrow2.started,instructions7.stopped,key_resp_inst_6.keys,key_resp_inst_6.rt,key_resp_inst_6.duration,instructions8.started,instructions_text_3.started,Continue_txt_3.started,key_resp_inst_7.started,instructions8.stopped,key_resp_inst_7.keys,key_resp_inst_7.rt,key_resp_inst_7.duration,happy_overall.started,question_3.started,happiness_rating_overall.started,low_end_text_3.started,high_end_text_3.started,key_resp_7.started,exit_text_4.started,happy_overall.stopped,happiness_rating_overall.response,happiness_rating_overall.rt,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,instructions10.started,instructions_text_6.started,Continue_txt_4.started,key_resp_inst_8.started,instructions10.stopped,key_resp_inst_8.keys,key_resp_inst_8.rt,key_resp_inst_8.duration,happy_base.started,question_5.started,happiness_rating_baseline.started,low_end_text_5.started,high_end_text_5.started,exit_text_3.started,key_resp_8.started,happy_base.stopped,happiness_rating_baseline.response,happiness_rating_baseline.rt,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,instructions10_2.started,instructions_text_2.started,Continue_txt_6.started,key_resp_inst_11.started,instructions10_2.stopped,key_resp_inst_11.keys,key_resp_inst_11.rt,key_resp_inst_11.duration,instructions11.started,instructions_text_7.started,Continue_txt_5.started,key_resp_inst_9.started,instructions11.stopped,key_resp_inst_9.keys,key_resp_inst_9.rt,key_resp_inst_9.duration,first_delay.started,text_3.started,first_delay.stopped,options,gamble_result,p_options_show.started,p_fixation_cross_4.started,p_box1.started,p_box2.started,p_box3.started,p_box4.started,p_box1_mag.started,p_box1_P.started,p_box2_mag.started,p_box2_P.started,p_box3_mag.started,p_box3_P.started,p_box4_mag.started,p_box4_P.started,p_choice.started,practice_txt_2.started,p_options_show.stopped,practice_trials.p_choice.keys,practice_trials.p_choice.rt,practice_trials.p_choice.duration,choice_prac,p_chosen_option.started,fixation_5.started,p_box1_2.started,p_box2_2.started,p_box3_2.started,p_box4_2.started,p_box1_mag_2.started,p_box1_P_2.started,p_box2_mag_2.started,p_box2_P_2.started,p_box3_mag_2.started,p_box3_P_2.started,p_box4_mag_2.started,p_box4_P_2.started,practice_txt_3.started,p_chosen_option.stopped,current_money_prac,outcome_prac,added_prac,p_reward_outcome.started,p_money_prompt.started,practice_txt.started,p_outcome_square.started,p_outcome_text.started,p_reward_txt.started,p_prog_bar.started,p_next_trial_txt.started,p_next_trial_input.started,p_reward_outcome.stopped,practice_trials.p_next_trial_input.keys,practice_trials.p_next_trial_input.rt,practice_trials.p_next_trial_input.duration,iti.started,text.started,iti.stopped,p_happiness_trial.started,p_happiness_trial.stopped,practice_trials.happiness_rating_prac.response,practice_trials.happiness_rating_prac.rt,practice_trials.key_resp_5.keys,p_h_iti.started,p_h_iti.stopped,repeat_practice.started,repeat_practice.stopped,practice_trials.key_resp_9.keys,repeat_iti.started,repeat_iti.stopped,question_4.started,happiness_rating_prac.started,low_end_text_4.started,high_end_text_4.started,exit_text_2.started,key_resp_5.started,practice_trials.key_resp_5.rt,practice_trials.key_resp_5.duration,text_2.started,repeat_practice_txt.started,key_resp_9.started,practice_trials.key_resp_9.rt,practice_trials.key_resp_9.duration,instructions12.started,instructions_text_8.started,key_resp_inst_10.started,instructions12.stopped,key_resp_inst_10.keys,key_resp_inst_10.rt,key_resp_inst_10.duration,options_show.started,fixation_cross_2.started,box1.started,box2.started,box3.started,box4.started,box1_mag.started,box1_P.started,box2_mag.started,box2_P.started,box3_mag.started,box3_P.started,box4_mag.started,box4_P.started,user_choice.started,options_show.stopped,trials.user_choice.keys,trials.user_choice.rt,trials.user_choice.duration,choice,chosen_option.started,fixation_7.started,box1_2.started,box2_2.started,box3_2.started,box4_2.started,box1_mag_2.started,box1_P_2.started,box2_mag_2.started,box2_P_2.started,box3_mag_2.started,box3_P_2.started,box4_mag_2.started,box4_P_2.started,chosen_option.stopped,current_money,outcome,added_money,reward_outcome.started,money_prompt.started,outcome_square.started,outcome_text_3.started,reward_txt.started,prog_bar.started,next_trial_txt.started,next_trial_input.started,reward_outcome.stopped,trials.next_trial_input.keys,trials.next_trial_input.rt,trials.next_trial_input.duration,happiness_trial.started,happiness_trial.stopped,trials.happiness_rating.response,trials.happiness_rating.rt,trials.key_resp_6.keys,h_iti.started,h_iti.stopped,trial_break.started,trial_break.stopped,trials.key_resp_10.keys,repeat_iti_2.started,repeat_iti_2.stopped,question_2.started,happiness_rating.started,low_end_text_2.started,high_end_text_2.started,exit_text.started,key_resp_6.started,trials.key_resp_6.rt,trials.key_resp_6.duration,text_7.started,break_txt.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,text_6.started,Thank_you.started,thankYouText.started,key_resp_11.started,Thank_you.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,expStart
,36,0,36,,,,,,,,,,,,,,,,,,left,0.6258902919944376,None,space,0.14134599998942576,None,11,3.2046496249968186,return,None,1.2298134999873582,None,,,,,,,,,,,36,0,36,0,306.4962179590075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.07 1.   0.   0.3  0.08 0.7 ],0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.25633274999564,309.2645465840178,310.23943400001735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.48620704200584,306.4962179590075,306.4962179590075,306.4962179590075,306.4962179590075,306.4962179590075,306.4962179590075,306.4962179590075,306.4962179590075,306.4962179590075,306.4962179590075,306.4962179590075,306.4962179590075,306.4962179590075,306.4962179590075,307.1305423339945,left,0.6258902919944376,None,0,307.1344275420124,307.14412599999923,307.14412599999923,307.14412599999923,307.14412599999923,307.14412599999923,307.14412599999923,307.14412599999923,307.14412599999923,307.14412599999923,307.14412599999923,307.14412599999923,307.14412599999923,307.14412599999923,308.1172440840164,6.5100000000000025,-1,0.07,308.11989066700335,308.1296071250108,308.1296071250108,308.1296071250108,308.1296071250108,308.1296071250108,309.11053758399794,309.11053758399794,309.25629670900526,space,0.14134599998942576,None,310.2398551249935,314.00528637500247,11,3.2046496249968186,return,314.0053352919931,314.98799116699956,314.9880116250133,314.9880263340019,None,314.9880468340125,314.98805762501433,310.2480672500096,312.74849825000274,312.74849825000274,312.74849825000274,312.74849825000274,312.74849825000274,1.2298134999873582,None,314.01280937500997,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,37,0,37,,,,,,,,,,,,,,,,,,left,1.270635291992221,None,space,0.6193916670163162,None,None,None,None,None,,,,,,,,,,,,,37,0,37,0,315.0021975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.3  0.1  0.7  0.03 1.  ],0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.89129791699816,318.8988089170016,319.8797399169998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.9922172919905,315.0021975,315.0021975,315.0021975,315.0021975,315.0021975,315.0021975,315.0021975,315.0021975,315.0021975,315.0021975,315.0021975,315.0021975,315.0021975,315.0021975,316.2814514590136,left,1.270635291992221,None,0,316.28535779201775,316.2959116669954,316.2959116669954,316.2959116669954,316.2959116669954,316.2959116669954,316.2959116669954,316.2959116669954,316.2959116669954,316.2959116669954,316.2959116669954,316.2959116669954,316.2959116669954,316.2959116669954,317.2679880000069,6.580000000000003,0,0,317.2699757500086,317.2799031250179,317.2799031250179,317.2799031250179,317.2799031250179,317.2799031250179,318.2641523340135,318.2641523340135,318.8912600839976,space,0.6193916670163162,None,319.88015516701853,319.88030633400194,None,None,None,319.8803379590099,319.88034891700954,319.8803579590167,319.88036854201346,None,319.88038208399666,319.8803918749909,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,38,0,38,,,,,,,,,,,,,,,,,,left,1.3149683329975232,None,space,0.2286908329988364,None,11,3.008276417007437,return,None,1.1416259170218837,None,,,,,,,,,,,38,0,38,0,319.893213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.5  0.08 0.5  0.07 1.  ],0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.4332747090084,323.4424797,324.4202832500159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.88338908401784,319.893213,319.893213,319.893213,319.893213,319.893213,319.893213,319.893213,319.893213,319.893213,319.893213,319.893213,319.893213,319.893213,319.893213,321.21380075000343,left,1.3149683329975232,None,0,321.2166987500095,321.2271114170144,321.2271114170144,321.2271114170144,321.2271114170144,321.2271114170144,321.2271114170144,321.2271114170144,321.2271114170144,321.2271114170144,321.2271114170144,321.2271114170144,321.2271114170144,321.2271114170144,322.20165541701135,6.580000000000003,1,0.08,322.20461874999455,322.2144209590042,322.2144209590042,322.2144209590042,322.2144209590042,322.2144209590042,323.1990467089927,323.1990467089927,323.43323808399145,space,0.2286908329988364,None,324.4208524590067,328.0863097090041,11,3.008276417007437,return,328.08635958400555,329.0714917090081,329.07151312500355,329.0715272919915,None,329.07154695899226,329.0715577499941,324.4289555840078,326.93551991699496,326.93551991699496,326.93551991699496,326.93551991699496,326.93551991699496,1.1416259170218837,None,328.0943502,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,39,0,39,,,,,,,,,,,,,,,,,,right,1.0352234999882057,None,space,0.2344351670180913,None,None,None,None,None,,,,,,,,,,,,,39,0,39,0,329.0840019590105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.6  0.1  0.4  0.03 1.  ],0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.34599291699124,332.3536021670152,333.3351292920124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.07478520899895,329.0840019590105,329.0840019590105,329.0840019590105,329.0840019590105,329.0840019590105,329.0840019590105,329.0840019590105,329.0840019590105,329.0840019590105,329.0840019590105,329.0840019590105,329.0840019590105,329.0840019590105,329.0840019590105,330.1212496669905,right,1.0352234999882057,None,1,330.12407987500774,330.1343352920085,330.1343352920085,330.1343352920085,330.1343352920085,330.1343352920085,330.1343352920085,330.1343352920085,330.1343352920085,330.1343352920085,330.1343352920085,330.1343352920085,330.1343352920085,330.1343352920085,331.11030345899053,6.660000000000003,-1,0.03,331.1130187920062,331.1227265839989,331.1227265839989,331.1227265839989,331.1227265839989,331.1227265839989,332.1039101250062,332.1039101250062,332.3459585419914,space,0.2344351670180913,None,333.3355369170022,333.3356917090132,None,None,None,333.3357224999927,333.3357342919917,333.3357435420039,333.3357544169994,None,333.3357682090136,333.3357786250126,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,40,0,40,,,,,,,,,,,,,,,,,,left,1.300917540997034,None,space,0.8955074579862412,None,11,3.1995200420205947,return,None,1.1895824999955948,None,,,,,,,,,,,40,0,40,0,333.3473708340025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.1  0.1  0.9  0.05 1.  ],0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.53407287501614,337.54231124999933,338.51853525001206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.33820854200167,333.3473708340025,333.3473708340025,333.3473708340025,333.3473708340025,333.3473708340025,333.3473708340025,333.3473708340025,333.3473708340025,333.3473708340025,333.3473708340025,333.3473708340025,333.3473708340025,333.3473708340025,333.3473708340025,334.64904300001217,left,1.300917540997034,None,0,334.65136408401304,334.66248433399596,334.66248433399596,334.66248433399596,334.66248433399596,334.66248433399596,334.66248433399596,334.66248433399596,334.66248433399596,334.66248433399596,334.66248433399596,334.66248433399596,334.66248433399596,334.66248433399596,335.63679041701835,6.690000000000003,0,0,335.63881704199594,335.6485231250117,335.6485231250117,335.6485231250117,335.6485231250117,335.6485231250117,336.63198258401826,336.63198258401826,337.5340369589976,space,0.8955074579862412,None,338.5189394589979,342.2299627920147,11,3.1995200420205947,return,342.23003350000363,343.21596241701627,343.2159922920109,343.2160082090122,None,343.21603320899885,343.21604462500545,338.5262373750156,341.03342520899605,341.03342520899605,341.03342520899605,341.03342520899605,341.03342520899605,1.1895824999955948,None,342.23740008400637,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,41,0,41,,,,,,,,,,,,,,,,,,right,1.3623801249777898,None,space,0.18108370900154114,None,None,None,None,None,,,,,,,,,,,,,41,0,41,0,343.22966083401116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.03 1.   0.   0.4  0.06 0.6 ],0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.7758974590106,346.7834520000033,347.76100250001764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.2203217089991,343.22966083401116,343.22966083401116,343.22966083401116,343.22966083401116,343.22966083401116,343.22966083401116,343.22966083401116,343.22966083401116,343.22966083401116,343.22966083401116,343.22966083401116,343.22966083401116,343.22966083401116,343.22966083401116,344.6011471670063,right,1.3623801249777898,None,1,344.6050792919996,344.6156897920009,344.6156897920009,344.6156897920009,344.6156897920009,344.6156897920009,344.6156897920009,344.6156897920009,344.6156897920009,344.6156897920009,344.6156897920009,344.6156897920009,344.6156897920009,344.6156897920009,345.59197425001184,6.690000000000003,1,0.06,345.5948263750179,345.60400204200414,345.60400204200414,345.60400204200414,345.60400204200414,345.60400204200414,346.58624575001886,346.58624575001886,346.7758605419949,space,0.18108370900154114,None,347.7614106250112,347.7615617499978,None,None,None,347.76159158401424,347.7616024170129,347.7616116249992,347.7616219170159,None,347.7616352920013,347.7616447090113,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,42,0,42,,,,,,,,,,,,,,,,,,right,0.6864697910204995,None,space,0.2679836669994984,None,None,None,None,None,,,,,,,,,,,,,42,0,42,0,347.77560550000635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.7  0.1  0.3  0.05 1.  ],0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.7179692,350.7266085,351.70042704200023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.76566937501775,347.77560550000635,347.77560550000635,347.77560550000635,347.77560550000635,347.77560550000635,347.77560550000635,347.77560550000635,347.77560550000635,347.77560550000635,347.77560550000635,347.77560550000635,347.77560550000635,347.77560550000635,347.77560550000635,348.46414129200275,right,0.6864697910204995,None,1,348.4679906250094,348.4775351250137,348.4775351250137,348.4775351250137,348.4775351250137,348.4775351250137,348.4775351250137,348.4775351250137,348.4775351250137,348.4775351250137,348.4775351250137,348.4775351250137,348.4775351250137,348.4775351250137,349.4480252499925,6.750000000000003,-1,0.05,349.45057612500386,349.46045637500356,349.46045637500356,349.46045637500356,349.46045637500356,349.46045637500356,350.4448660000053,350.4448660000053,350.7179296670074,space,0.2679836669994984,None,351.7008493,351.70100654201815,None,None,None,351.7010426670022,351.70105320899165,351.70106283400673,351.7010739170073,None,351.7010889170051,351.7010988,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,43,0,43,,,,,,,,,,,,,,,,,,right,1.4304362499970011,None,space,0.12828266600263305,None,11,2.8057052500080317,return,None,0.922533,None,,,,,,,,,,,43,0,43,0,351.71342591699795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.5  0.1  0.5  0.07 1.  ],0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.26421200000914,355.2729859169922,356.2511465839925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.7035192,351.71342591699795,351.71342591699795,351.71342591699795,351.71342591699795,351.71342591699795,351.71342591699795,351.71342591699795,351.71342591699795,351.71342591699795,351.71342591699795,351.71342591699795,351.71342591699795,351.71342591699795,351.71342591699795,353.1451249590027,right,1.4304362499970011,None,1,353.14746295899386,353.15766799999983,353.15766799999983,353.15766799999983,353.15766799999983,353.15766799999983,353.15766799999983,353.15766799999983,353.15766799999983,353.15766799999983,353.15766799999983,353.15766799999983,353.15766799999983,353.15766799999983,354.1298767090193,6.8000000000000025,-1,0.07,354.13212045899127,354.14192475000164,354.14192475000164,354.14192475000164,354.14192475000164,354.14192475000164,355.12974991701776,355.12974991701776,355.26416200000676,space,0.12828266600263305,None,356.2516668,359.68843745900085,11,2.8057052500080317,return,359.6884927920182,360.67215391699574,360.67217258401797,360.67218683401006,None,360.67220595901017,360.6722169590066,356.26026466701296,358.75953574999585,358.75953574999585,358.75953574999585,358.75953574999585,358.75953574999585,0.922533,None,359.6949513340078,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,44,0,44,,,,,,,,,,,,,,,,,,right,1.7114201670046896,None,space,0.098032167,None,None,None,None,None,,,,,,,,,,,,,44,0,44,0,360.6852070839959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.3  0.07 0.7  0.05 1.  ],0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.4844223750115,364.4932677920151,365.4676472090068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.67526725001517,360.6852070839959,360.6852070839959,360.6852070839959,360.6852070839959,360.6852070839959,360.6852070839959,360.6852070839959,360.6852070839959,360.6852070839959,360.6852070839959,360.6852070839959,360.6852070839959,360.6852070839959,360.6852070839959,362.4038980420155,right,1.7114201670046896,None,1,362.40679791700677,362.41627279200475,362.41627279200475,362.41627279200475,362.41627279200475,362.41627279200475,362.41627279200475,362.41627279200475,362.41627279200475,362.41627279200475,362.41627279200475,362.41627279200475,362.41627279200475,362.41627279200475,363.39135933399666,6.870000000000003,-1,0.05,363.3936122500163,363.4027838339971,363.4027838339971,363.4027838339971,363.4027838339971,363.4027838339971,364.38416545899236,364.38416545899236,364.4843855420186,space,0.098032167,None,365.46806300000753,365.46821879199706,None,None,None,365.46824924999964,365.4682605419948,365.4682697500102,365.46828025000286,None,365.46829370901105,365.4683040420059,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,45,0,45,,,,,,,,,,,,,,,,,,left,1.355256458016811,None,space,0.33551104200887494,None,None,None,None,None,,,,,,,,,,,,,45,0,45,0,365.4823926250101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.05 1.   0.   0.5  0.1  0.5 ],0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.16340362501796,369.1721637500159,370.1492167090182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.47243554200395,365.4823926250101,365.4823926250101,365.4823926250101,365.4823926250101,365.4823926250101,365.4823926250101,365.4823926250101,365.4823926250101,365.4823926250101,365.4823926250101,365.4823926250101,365.4823926250101,365.4823926250101,365.4823926250101,366.8433872089954,left,1.355256458016811,None,0,366.8477236670151,366.8581776249921,366.8581776249921,366.8581776249921,366.8581776249921,366.8581776249921,366.8581776249921,366.8581776249921,366.8581776249921,366.8581776249921,366.8581776249921,366.8581776249921,366.8581776249921,366.8581776249921,367.83346395901754,6.920000000000003,-1,0.05,367.8353409,367.8459202919912,367.8459202919912,367.8459202919912,367.8459202919912,367.8459202919912,368.8271411670139,368.8271411670139,369.16336508400855,space,0.33551104200887494,None,370.14964483401855,370.1497975840175,None,None,None,370.14982816699194,370.1498392499925,370.14984829199966,370.14985891699325,None,370.1498725420097,370.14988208399154,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
