Intro_text,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,p_choice.keys,p_choice.rt,p_choice.duration,p_next_trial_input.keys,p_next_trial_input.rt,p_next_trial_input.duration,happiness_rating_prac.response,happiness_rating_prac.rt,key_resp_5.keys,key_resp_9.keys,key_resp_5.rt,key_resp_5.duration,key_resp_9.rt,key_resp_9.duration,Intros.thisRepN,Intros.thisTrialN,Intros.thisN,Intros.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,thisRow.t,notes,dateTime,consent.started,text_9.started,button.started,consent.stopped,button.numClicks,button.timesOn,button.timesOff,instructions1.started,Intro_text_show.started,Continue_txt.started,key_resp.started,instructions1.stopped,Intros.key_resp.keys,Intros.key_resp.rt,Intros.key_resp.duration,instructions_t1_target_on_choice.started,fixation_inst_5a.started,intro_sure.started,intro_sure_txt.started,intro_gambletop.started,intro_gambletop_txt.started,intro_gambletop_p.started,intro_gamblelow.started,intro_gamblelow_txt.started,intro_gamblelow_p.started,text_inst_5a.started,choice_inst_5a.started,instructions_t1_target_on_choice.stopped,choice_inst_5a.keys,choice_inst_5a.rt,choice_inst_5a.duration,instructions_t1_chosen_gamble.started,fixation_inst_5a_2.started,intro_sure_2.started,intro_sure_txt_2.started,instructions_t1_chosen_gamble.stopped,instructions_t1_outcome.started,total_prompt_inst_5a.started,p_outcome_square_2.started,intro_outcome_text.started,intro_next_trial_txt_2.started,intro_next_trial_input_2.started,instructions_t1_outcome.stopped,intro_next_trial_input_2.keys,intro_next_trial_input_2.rt,intro_next_trial_input_2.duration,intro_iti.started,text_4.started,intro_iti.stopped,instructions_t2_target_on_choice.started,fixation_inst_5b.started,intro_sure_3.started,intro_gambletop_2.started,intro_gamblelow_2.started,intro_sure_txt_3.started,intro_gambletop_txt_2.started,intro_gambletop_p_2.started,intro_gamblelow_txt_2.started,intro_gamblelow_p_2.started,text_inst_5b.started,choice_inst_5b.started,instructions_t2_target_on_choice.stopped,choice_inst_5b.keys,choice_inst_5b.rt,choice_inst_5b.duration,instructions_t2_chosen_gamble.started,fixation_inst_5a_3.started,intro_gambletop_3.started,intro_gamblelow_3.started,intro_gambletop_txt_3.started,intro_gambletop_p_3.started,intro_gamblelow_txt_3.started,intro_gamblelow_p_3.started,instructions_t2_chosen_gamble.stopped,instructions_t2_outcome.started,total_prompt_inst_5a_2.started,p_outcome_square_3.started,intro_outcome_text_3.started,intro_next_trial_txt.started,intro_next_trial_input.started,instructions_t2_outcome.stopped,intro_next_trial_input.keys,intro_next_trial_input.rt,intro_next_trial_input.duration,instructions6.started,instructions_text.started,Continue_txt_2.started,key_resp_inst_5.started,instructions6.stopped,key_resp_inst_5.keys,key_resp_inst_5.rt,key_resp_inst_5.duration,instructions7.started,total_prompt_inst_5a_3.started,fixation_inst_5a_6.started,prog_5.started,p_outcome_square_4.started,intro_outcome_text_4.started,instrutions_text.started,key_resp_inst_6.started,arrow1.started,arrow2.started,instructions7.stopped,key_resp_inst_6.keys,key_resp_inst_6.rt,key_resp_inst_6.duration,instructions8.started,instructions_text_3.started,Continue_txt_3.started,key_resp_inst_7.started,instructions8.stopped,key_resp_inst_7.keys,key_resp_inst_7.rt,key_resp_inst_7.duration,happy_overall.started,question_3.started,happiness_rating_overall.started,low_end_text_3.started,high_end_text_3.started,key_resp_7.started,exit_text_4.started,happy_overall.stopped,happiness_rating_overall.response,happiness_rating_overall.rt,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,instructions10.started,instructions_text_6.started,Continue_txt_4.started,key_resp_inst_8.started,instructions10.stopped,key_resp_inst_8.keys,key_resp_inst_8.rt,key_resp_inst_8.duration,happy_base.started,question_5.started,happiness_rating_baseline.started,low_end_text_5.started,high_end_text_5.started,exit_text_3.started,key_resp_8.started,happy_base.stopped,happiness_rating_baseline.response,happiness_rating_baseline.rt,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,instructions10_2.started,instructions_text_2.started,Continue_txt_6.started,key_resp_inst_11.started,instructions10_2.stopped,key_resp_inst_11.keys,key_resp_inst_11.rt,key_resp_inst_11.duration,instructions11.started,instructions_text_7.started,Continue_txt_5.started,key_resp_inst_9.started,instructions11.stopped,key_resp_inst_9.keys,key_resp_inst_9.rt,key_resp_inst_9.duration,first_delay.started,text_3.started,first_delay.stopped,p_options_show.started,p_fixation_cross_4.started,p_box1.started,p_box2.started,p_box3.started,p_box4.started,p_box1_mag.started,p_box1_P.started,p_box2_mag.started,p_box2_P.started,p_box3_mag.started,p_box3_P.started,p_box4_mag.started,p_box4_P.started,p_choice.started,p_options_show.stopped,practice_trials.p_choice.keys,practice_trials.p_choice.rt,practice_trials.p_choice.duration,choice_prac,p_chosen_option.started,fixation_5.started,p_box1_2.started,p_box2_2.started,p_box3_2.started,p_box4_2.started,p_box1_mag_2.started,p_box1_P_2.started,p_box2_mag_2.started,p_box2_P_2.started,p_box3_mag_2.started,p_box3_P_2.started,p_box4_mag_2.started,p_box4_P_2.started,p_chosen_option.stopped,current_money_prac,outcome_prac,p_reward_outcome.started,p_money_prompt.started,practice_txt.started,p_outcome_square.started,p_outcome_text.started,p_prog_bar.started,p_next_trial_txt.started,p_next_trial_input.started,p_reward_outcome.stopped,practice_trials.p_next_trial_input.keys,practice_trials.p_next_trial_input.rt,practice_trials.p_next_trial_input.duration,iti.started,text.started,iti.stopped,p_happiness_trial.started,p_happiness_trial.stopped,practice_trials.happiness_rating_prac.response,practice_trials.happiness_rating_prac.rt,practice_trials.key_resp_5.keys,p_h_iti.started,p_h_iti.stopped,repeat_practice.started,repeat_practice.stopped,practice_trials.key_resp_9.keys,repeat_iti.started,repeat_iti.stopped,question_4.started,happiness_rating_prac.started,low_end_text_4.started,high_end_text_4.started,exit_text_2.started,key_resp_5.started,practice_trials.key_resp_5.rt,practice_trials.key_resp_5.duration,text_2.started,repeat_practice_txt.started,key_resp_9.started,practice_trials.key_resp_9.rt,practice_trials.key_resp_9.duration,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.510282082999765,7.521741415999713,7.521741415999713,7.521741415999713,7.521741415999713,7.521741415999713,7.521741415999713,7.521741415999713,8.499104583002918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.499442790998728,8.508947166003054,8.508947166003054,8.508947166003054,10.490767375005817,10.490767375005817,11.191416333000234,space,0.6922911669971654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.191445666001528,11.201854666003783,11.201854666003783,11.201854666003783,11.891609458005405,return,0.6886745839947253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.891970125005173,11.903651666005317,11.903651666005317,11.903651666005317,11.903651666005317,11.903651666005317,11.903651666005317,11.903651666005317,11.903651666005317,11.903651666005317,12.610462625001674,return,0.7052381249959581,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.610499665999669,12.619982500000333,12.619982500000333,12.619982500000333,13.465848291001748,return,0.8452292500005569,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.466329208000388,13.502847374998964,13.502847374998964,13.502847374998964,13.502847374998964,13.502847374998964,13.502847374998964,14.912560916003713,17.0,1.2958669590007048,return,1.3991370830044616,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.912589291001495,14.925225166000018,14.925225166000018,14.925225166000018,15.685690000005707,return,0.7572643750027055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.686117125005694,15.695078666001791,18.20896991599875,18.20896991599875,18.20896991599875,18.20896991599875,18.20896991599875,19.545676291003474,6.0,3.5684798339934787,return,1.3274971249993541,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.545704041003773,19.55464624999877,19.55464624999877,19.55464624999877,20.558038166003826,return,1.0025746250030352,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.558065916004125,20.567176333002863,20.567176333002863,20.567176333002863,21.107905500000925,return,0.5326478330025566,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.107932916005666,21.116204541001935,23.091077375000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,0,0,0,,,,left,3.275745624996489,None,space,0.6566399590010406,None,None,None,None,None,,,,,,,,,0,0,0,0,23.115722082999127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.10058779099927,23.115722082999127,23.115722082999127,23.115722082999127,23.115722082999127,23.115722082999127,23.115722082999127,23.115722082999127,23.115722082999127,23.115722082999127,23.115722082999127,23.115722082999127,23.115722082999127,23.115722082999127,23.115722082999127,26.400011791003635,left,3.275745624996489,None,0,26.406285041004594,26.418005250001443,26.418005250001443,26.418005250001443,26.418005250001443,26.418005250001443,26.418005250001443,26.418005250001443,26.418005250001443,26.418005250001443,26.418005250001443,26.418005250001443,26.418005250001443,26.418005250001443,27.392093708003813,5,-1,27.400589333003154,27.411499583002296,27.411499583002296,27.411499583002296,27.411499583002296,27.411499583002296,29.385244166005577,29.385244166005577,30.042674625001382,space,0.6566399590010406,None,30.042715000003227,30.050326666001638,31.03188787500403,31.032361583005695,31.03253675000451,None,None,None,31.032568082999205,31.03258199999982,31.032590708004136,31.032602333005343,None,31.03262058299879,31.032633625000017,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,1,0,1,,,,right,2.144356084005267,None,space,0.26941262499894947,None,None,None,None,None,,,,,,,,,1,0,1,0,31.04589137500443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.035771250004473,31.04589137500443,31.04589137500443,31.04589137500443,31.04589137500443,31.04589137500443,31.04589137500443,31.04589137500443,31.04589137500443,31.04589137500443,31.04589137500443,31.04589137500443,31.04589137500443,31.04589137500443,31.04589137500443,33.19406033300038,right,2.144356084005267,None,1,33.19656054100051,33.20560162499896,33.20560162499896,33.20560162499896,33.20560162499896,33.20560162499896,33.20560162499896,33.20560162499896,33.20560162499896,33.20560162499896,33.20560162499896,33.20560162499896,33.20560162499896,33.20560162499896,34.18301166600577,5.25,0,34.18511754100473,34.208175541003584,34.208175541003584,34.208175541003584,34.208175541003584,34.208175541003584,36.17641191599978,36.17641191599978,36.45892712500063,space,0.26941262499894947,None,36.45896154100046,36.4677770000053,37.4416216660029,37.44214683300379,37.442325957999856,None,None,None,37.44235912500153,37.442371625002124,37.442381458000455,37.442393416000414,None,37.44240833300137,37.442419040999084,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,2,0,2,,,,left,2.3738067079975735,None,space,0.3655876670018188,None,18.0,2.913062958003138,return,None,1.3105113330020686,None,,,,,,,2,0,2,0,37.456365333004214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.446593625005335,37.456365333004214,37.456365333004214,37.456365333004214,37.456365333004214,37.456365333004214,37.456365333004214,37.456365333004214,37.456365333004214,37.456365333004214,37.456365333004214,37.456365333004214,37.456365333004214,37.456365333004214,37.456365333004214,39.83639612499974,left,2.3738067079975735,None,0,39.84066516600433,39.84952875000454,39.84952875000454,39.84952875000454,39.84952875000454,39.84952875000454,39.84952875000454,39.84952875000454,39.84952875000454,39.84952875000454,39.84952875000454,39.84952875000454,39.84952875000454,39.84952875000454,40.8278025000036,5.25,0,40.82857245800551,40.83784579100029,40.83784579100029,40.83784579100029,40.83784579100029,40.83784579100029,42.82677920800052,42.82677920800052,43.193859541002894,space,0.3655876670018188,None,43.193893291005224,43.20265554100479,44.18135275000532,44.18193116600014,48.02090562500234,18.0,2.913062958003138,return,48.02095183300116,49.0076610410033,49.00768475000223,49.007702791001066,None,49.00772716600477,49.007740458000626,44.19159537499945,46.698663499999384,46.698663499999384,46.698663499999384,46.698663499999384,46.698663499999384,1.3105113330020686,None,48.02874804100429,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,3,0,3,,,,right,2.088962209003512,None,space,0.4254264580013114,None,None,None,None,None,,,,,,,,,3,0,3,0,49.024852333001036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0142150410029,49.024852333001036,49.024852333001036,49.024852333001036,49.024852333001036,49.024852333001036,49.024852333001036,49.024852333001036,49.024852333001036,49.024852333001036,49.024852333001036,49.024852333001036,49.024852333001036,49.024852333001036,49.024852333001036,51.12549120800395,right,2.088962209003512,None,1,51.130548790999455,51.13991762500518,51.13991762500518,51.13991762500518,51.13991762500518,51.13991762500518,51.13991762500518,51.13991762500518,51.13991762500518,51.13991762500518,51.13991762500518,51.13991762500518,51.13991762500518,51.13991762500518,52.11545566600398,5.25,1,52.11775062500237,52.12766829100292,52.12766829100292,52.12766829100292,52.12766829100292,52.12766829100292,54.10936804100493,54.10936804100493,54.53706283300562,space,0.4254264580013114,None,54.53709708300448,54.546133208001265,55.5243418750033,55.52482450000389,55.52499974999955,None,None,None,55.52502975000243,55.52504129100271,55.52505070800544,55.525061708001886,None,55.52507687500474,55.525087333000556,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,4,0,4,,,,right,2.0999679579981603,None,space,0.2694450839990168,None,13.0,6.474936875005369,return,None,4.760448792003444,None,,,,,,,4,0,4,0,55.539721375003865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.53016304100311,55.539721375003865,55.539721375003865,55.539721375003865,55.539721375003865,55.539721375003865,55.539721375003865,55.539721375003865,55.539721375003865,55.539721375003865,55.539721375003865,55.539721375003865,55.539721375003865,55.539721375003865,55.539721375003865,57.64349991600466,right,2.0999679579981603,None,1,57.648273083003005,57.658104125002865,57.658104125002865,57.658104125002865,57.658104125002865,57.658104125002865,57.658104125002865,57.658104125002865,57.658104125002865,57.658104125002865,57.658104125002865,57.658104125002865,57.658104125002865,57.658104125002865,58.632070708001265,5.55,-1,58.63436458300566,58.64413916600461,58.64413916600461,58.64413916600461,58.64413916600461,58.64413916600461,60.625823875001515,60.625823875001515,60.90187366600003,space,0.2694450839990168,None,60.901909457999864,60.924978416005615,61.891584541001066,61.89230437500373,69.16780870799994,13.0,6.474936875005369,return,69.16785491599876,70.15819979100343,70.15822225000011,70.15824033300305,None,70.15826562500297,70.1582791250039,61.89944437500526,64.39917816600064,64.39917816600064,64.39917816600064,64.39917816600064,64.39917816600064,4.760448792003444,None,69.17605866600206,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,5,0,5,,,,left,1.3398032500044792,None,space,1.7514157500045258,None,None,None,None,None,,,,,,,,,5,0,5,0,70.17192091600009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1631049580028,70.17192091600009,70.17192091600009,70.17192091600009,70.17192091600009,70.17192091600009,70.17192091600009,70.17192091600009,70.17192091600009,70.17192091600009,70.17192091600009,70.17192091600009,70.17192091600009,70.17192091600009,70.17192091600009,71.519399583005,left,1.3398032500044792,None,0,71.52324695800053,71.53219337500195,71.53219337500195,71.53219337500195,71.53219337500195,71.53219337500195,71.53219337500195,71.53219337500195,71.53219337500195,71.53219337500195,71.53219337500195,71.53219337500195,71.53219337500195,71.53219337500195,72.50792162500147,5.7,1,72.51011958299932,72.5189237500017,72.5189237500017,72.5189237500017,72.5189237500017,72.5189237500017,74.5026407500045,74.5026407500045,76.26127462500153,space,1.7514157500045258,None,76.26131062499917,76.26895416600019,77.24801862500317,77.24859337499947,77.24880791600299,None,None,None,77.24884658300289,77.24886200000037,77.24887350000063,77.24888758300222,None,77.24890587499976,77.24891875000321,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,6,0,6,,,,right,4.029362166998908,None,space,0.4618987499998184,None,13.0,3.1474192919995403,return,None,1.9559204580000369,None,,,,,,,6,0,6,0,77.2636575409997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.25349770799949,77.2636575409997,77.2636575409997,77.2636575409997,77.2636575409997,77.2636575409997,77.2636575409997,77.2636575409997,77.2636575409997,77.2636575409997,77.2636575409997,77.2636575409997,77.2636575409997,77.2636575409997,77.2636575409997,81.30054350000137,right,4.029362166998908,None,1,81.30494858300517,81.31363708300341,81.31363708300341,81.31363708300341,81.31363708300341,81.31363708300341,81.31363708300341,81.31363708300341,81.31363708300341,81.31363708300341,81.31363708300341,81.31363708300341,81.31363708300341,81.31363708300341,82.29096891600057,6.1000000000000005,-1,82.29273545800243,82.30165441600548,82.30165441600548,82.30165441600548,82.30165441600548,82.30165441600548,84.28300500000478,84.28300500000478,84.74656058300025,space,0.4618987499998184,None,84.74659662500198,84.75777829100116,85.73228366600233,85.73283083300339,90.21459370800585,13.0,3.1474192919995403,return,90.21464012499928,91.1979697909992,91.19799025000248,91.19800725000096,None,91.19803104099992,91.19804358300462,85.74195133300236,88.24889300000359,88.24889300000359,88.24889300000359,88.24889300000359,88.24889300000359,1.9559204580000369,None,90.22521391600458,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
,7,0,7,,,,left,1.6615369589999318,None,space,0.11891199999809032,None,None,None,None,None,,,,,,,,,7,0,7,0,91.21211991600285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.20160070800193,91.21211991600285,91.21211991600285,91.21211991600285,91.21211991600285,91.21211991600285,91.21211991600285,91.21211991600285,91.21211991600285,91.21211991600285,91.21211991600285,91.21211991600285,91.21211991600285,91.21211991600285,91.21211991600285,92.87735333300225,left,1.6615369589999318,None,0,92.88122487500368,92.89098237500002,92.89098237500002,92.89098237500002,92.89098237500002,92.89098237500002,92.89098237500002,92.89098237500002,92.89098237500002,92.89098237500002,92.89098237500002,92.89098237500002,92.89098237500002,92.89098237500002,93.86645066599885,6.250000000000001,1,93.86816366600397,93.87788395800453,93.87788395800453,93.87788395800453,93.87788395800453,93.87788395800453,95.86110966600245,95.86110966600245,95.9868676660044,space,0.11891199999809032,None,95.98690137499943,95.99573679100286,96.97474120800325,96.9752696659998,96.97547316599957,None,None,None,96.97550954100006,96.9755235410048,96.97553524999967,96.9755487500006,None,96.97556650000479,96.9755787910035,,,,,,,,,,,,,,,,,2026-04-17_16h48.04.845,Mood4,2024.2.4,2026-04-17 16h48.10.191731 -0400,
